都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,測量計画機関（助言番号）,測量作業機関,実施時期
北海道,"旭川市,",その他,復旧測量(基準点),街区多角点,1point,"北海道旭川市 
助言　　　H27.4.9  A0001","株式会社ダイイチプラニ
ング","H27.2.6 
H27.5.31"
北海道,"旭川市,",その他,復旧測量(基準点),街区多角点,1point,"北海道旭川市 
助言　　　H27.4.9  A0002","株式会社ダイイチプラニ
ング","H27.1.6 
H27.5.29"
北海道,"平取町,",その他,航空レーザ測量,1000,157.8KM2,"北海道平取町 
助言　　　H27.4.17  A0003",北海航測株式会社,"H27.4.1 
H27.12.30"
北海道,"当別町,",その他,数値図化,2500,118.998KM2,"北海道当別町 
助言　　　H27.4.17  A0004","株式会社シン技術コンサ
ル","H27.4.14 
H28.3.21"
北海道,"新篠津村,",その他,"数値撮影(デジタル),同時調整,写真地図作成(デジタルオルソ)","20,,2500,,2500","114.32KM2,114.32KM2,78.24KM2","北海道新篠津村 
助言　　　H27.4.24  A0005","株式会社シン技術コンサ
ル","H27.4.20 
H28.10.31"
北海道,"枝幸町,",その他,"数値撮影(デジタル),写真地図作成(デジタルオルソ)","25,,2500","1060.25KM2,653.1KM2","北海道枝幸町 
助言　　　H27.5.8  A0006","株式会社シン技術コンサ
ル","H27.5.11 
H27.12.21"
北海道,"北斗市,七飯町,",その他,基準点測量,３級,3point,"北海道渡島総合振興局 
助言　　　H27.5.12  A0007","株式会社田西設計コン
サル","H27.5.18 
H27.10.10"
北海道,"旭川市,",その他,復旧測量(基準点),街区三角点,1point,"北海道旭川市 
助言　　　H27.5.13  A0008","株式会社三共コンサルタ
ント","H27.5.11 
H27.8.31"
北海道,"枝幸町,",その他,"基準点測量,基準点測量","２級,,３級","2point,1point","北海道枝幸町 
助言　　　H27.5.14  A0009","株式会社グローバルサ
ポート","H27.5.12 
H27.8.31"
北海道,"鷹栖町,",その他,基準点測量,２級,2point,"北海道開発局旭川開発建設部 
助言　　　H27.5.14  A0010",株式会社ヒロノ測建,"H27.5.13 
H27.9.4"
北海道,"釧路市,",その他,数値図化,5000,72.7KM2,"北海道開発局釧路開発建設部 
助言　　　H27.5.14  A0011",株式会社パスコ,"H27.4.17 
H27.10.15"
北海道,"平取町,",その他,基準点測量,３級,3point,"北海道平取町 
助言　　　H27.5.15  A0012","株式会社タナカコンサル
タント","H27.5.1 
H27.9.30"
北海道,"当麻町,",その他,基準点測量,２級,3point,"北海道開発局旭川開発建設部 
助言　　　H27.5.15  A0013","株式会社協和コンサルタ
ント","H27.5.14 
H27.10.13"
北海道,"登別市,",その他,"基準点測量,基準点測量","１級,,３級","1point,2point","北海道胆振総合振興局 
助言　　　H27.5.18  A0014",株式会社胆振,"H27.5.15 
H27.8.31"
北海道,"音更町,",その他,基準点測量,３級,6point,"北海道十勝総合振興局 
助言　　　H27.5.18  A0015",東和工研株式会社,"H27.5.15 
H27.12.10"
北海道,"仁木町,共和町,",その他,"基準点測量,基準点測量","２級,,１級","42point,1point","北海道開発局小樽開発建設部 
助言　　　H27.5.20  A0016","スミセキ・ジオテクノ株式
会社","H27.4.16 
H27.8.28"
北海道,"根室市,",その他,"航空レーザ測量,航空レーザ測量","1000,,2500","40.7KM2,405.9KM2","北海道根室市 
助言　　　H27.5.25  A0017",北海航測株式会社,"H27.5.1 
H28.3.31"
北海道,"八雲町,",その他,基準点測量,２級,3point,"北海道渡島総合振興局 
助言　　　H27.5.22  A0018",臥牛測量設計株式会社,"H27.5.20 
H27.9.30"
北海道,"長万部町,",その他,"基準点測量,基準点測量","３級,,４級","2point,12point","北海道長万部町 
助言　　　H27.5.22  A0019",株式会社ノース技研,"H27.5.20 
H27.9.30"
北海道,"佐呂間町,",その他,基準点測量,２級,2point,"北海道オホーツク総合振興局 
助言　　　H27.5.25  A0020",株式会社北杜設計,"H27.5.21 
H27.10.30"
北海道,"北見市,",その他,基準点測量,３級,2point,"北海道オホーツク総合振興局 
助言　　　H27.5.25  A0021","株式会社北海道農業建
設コンサルタント","H27.5.21 
H27.12.10"
北海道,"倶知安町,",その他,基準点測量,２級,3point,"北海道後志総合振興局 
助言　　　H27.5.25  A0022",有限会社大野測量,"H27.5.22 
H27.8.10"
北海道,"滝上町,",その他,基準点測量,３級,1point,"北海道オホーツク総合振興局 
助言　　　H27.5.26  A0023",株式会社ムラコシ,"H27.4.28 
H27.8.28"
北海道,"長万部町,",その他,"基準点測量,基準点測量","２級,,３級","2point,3point","北海道渡島総合振興局 
助言　　　H27.5.26  A0024","株式会社玉川測量設計
事務所","H27.5.22 
H27.10.20"
北海道,"北見市,",その他,"基準点測量,基準点測量","２級,,３級","1point,2point","北海道オホーツク総合振興局 
助言　　　H27.5.29  A0025","有限会社網走測量設計
社","H27.5.1 
H27.8.31"
北海道,"中標津町,",その他,"基準点測量,基準点測量","１級,,３級","3point,9point","北海道中標津町 
助言　　　H27.6.4  A0026",株式会社津村測量設計,"H27.5.25 
H27.8.31"
北海道,"滝上町,",その他,基準点測量,２級,2point,"北海道滝上町 
助言　　　H27.6.2  A0027",株式会社ムラコシ,"H27.4.29 
H28.2.15"
北海道,"美唄市,",その他,基準点測量,３級,23point,"北海道空知総合振興局 
助言　　　H27.6.1  A0028","株式会社篠田測量事務
所","H27.5.26 
H27.8.10"
北海道,"上ノ国町,",その他,基準点測量,３級,2point,"北海道渡島総合振興局 
助言　　　H27.5.29  A0029","北海道キング設計株式
会社","H27.5.28 
H27.8.20"
北海道,"岩見沢市,",その他,基準点測量,３級,7point,"北海道空知総合振興局 
助言　　　H27.6.1  A0030","株式会社北海道農業建
設コンサルタント","H27.5.28 
H27.11.30"
北海道,"岩見沢市,",その他,基準点測量,３級,9point,"北海道空知総合振興局 
助言　　　H27.6.1  A0031","株式会社ルーラルエンジ
ニア","H27.5.28 
H27.7.31"
北海道,"幌加内町,",その他,"基準点測量,基準点測量","１級,,３級","1point,3point","北海道開発局札幌開発建設部 
助言　　　H27.6.3  A0032",株式会社農土コンサル,"H27.5.28 
H27.12.10"
北海道,"岩見沢市,",その他,基準点測量,３級,7point,"北海道空知総合振興局 
助言　　　H27.6.3  A0033","株式会社香島コンサルタ
ント","H27.5.28 
H28.2.10"
北海道,"遠軽町,",その他,水準測量,３級,5.3km,"北海道オホーツク総合振興局 
助言　　　H27.6.2  A0034","バーム測量設計株式会
社","H27.5.28 
H27.12.10"
北海道,"芽室町,",その他,基準点測量,３級,2point,"北海道十勝総合振興局 
助言　　　H27.6.2  A0035","株式会社瀬野測量コン
サル","H27.6.1 
H27.6.30"
北海道,"今金町,",その他,数値図化,1000,10KM2,"北海道開発局函館開発建設部 
助言　　　H27.6.1  A0036",株式会社ユニテック,"H27.4.28 
H27.11.16"
北海道,"岩内町,",その他,基準点測量,３級,2point,"北海道岩内町 
助言　　　H27.6.1  A0037",株式会社牧野測量,"H27.5.25 
H27.10.30"
北海道,"岩内町,",その他,基準点測量,３級,3point,"北海道岩内町 
助言　　　H27.6.1  A0038",株式会社牧野測量,"H27.6.1 
H27.10.30"
北海道,"中標津町,",その他,基準点測量,２級,4point,"北海道中標津町 
助言　　　H27.6.2  A0039","有限会社サノ測量設計
社","H27.5.27 
H27.8.31"
北海道,"新得町,",その他,基準点測量,２級,2point,"北海道十勝総合振興局 
助言　　　H27.6.2  A0040",有限会社石丸測量社,"H27.5.29 
H27.7.30"
北海道,"札幌市,",その他,基準点測量,２級,2point,"北海道開発局札幌開発建設部 
助言　　　H27.6.5  A0041","スミセキ・ジオテクノ株式
会社","H27.6.1 
H27.9.30"
北海道,"七飯町,",その他,基準点測量,２級,6point,"北海道開発局函館開発建設部 
助言　　　H27.6.3  A0042",臥牛測量設計株式会社,"H27.6.1 
H28.1.25"
北海道,"札幌市,",その他,"基準点測量,基準点測量","３級,,４級","3point,63point","北海道札幌市 
助言　　　H27.6.8  A0043","東和コンサルタント株式
会社","H27.6.5 
H28.3.15"
北海道,"幌加内町,",その他,基準点測量,２級,2point,"北海道開発局旭川開発建設部 
助言　　　H27.6.4  A0044",大成測量設計株式会社,"H27.6.2 
H27.10.6"
北海道,"様似町,",その他,基準点測量,１級,3point,"北海道様似町 
助言　　　H27.6.4  A0045",日新測量株式会社,"H27.5.21 
H27.12.25"
北海道,"弟子屈町,",その他,"基準点測量,基準点測量","２級,,３級","1point,1point","北海道弟子屈町 
助言　　　H27.6.4  A0046",ダイシン設計株式会社,"H27.6.2 
H27.8.21"
北海道,"岩見沢市,",その他,基準点測量,３級,6point,"北海道空知総合振興局 
助言　　　H27.6.8  A0047",株式会社北開測地,"H27.6.1 
H28.2.10"
北海道,"陸別町,",その他,基準点測量,２級,7point,"北海道開発局帯広開発建設部
足寄道路事務所 
助言　　　H27.6.5  A0048","平田技術コンサルタント
株式会社","H27.6.2 
H27.10.23"
北海道,"美唄市,",その他,基準点測量,３級,6point,"北海道開発局札幌開発建設部 
助言　　　H27.6.11  A0049",株式会社赤沼測量設計,"H27.6.5 
H27.7.27"
北海道,"当麻町,",その他,基準点測量,３級,10point,"北海道上川総合振興局 
助言　　　H27.6.8  A0050","アトラス・サーベイ株式会
社","H27.6.4 
H28.1.20"
北海道,"深川市,",その他,基準点測量,３級,15point,"北海道空知総合振興局 
助言　　　H27.6.11  A0051",株式会社グリーン測量,"H27.6.5 
H28.1.20"
北海道,"美唄市,",その他,基準点測量,３級,8point,"北海道空知総合振興局 
助言　　　H27.6.12  A0052",株式会社計良調査設計,"H27.6.3 
H27.7.30"
北海道,"比布町,",その他,基準点測量,２級,2point,"北海道上川総合振興局 
助言　　　H27.6.8  A0053","東光コンサルタント株式
会社","H27.6.8 
H27.9.30"
北海道,"長万部町,",その他,"数値図化(同時調整含む),写真地図作成(デジタルオルソ)","25,,5000","381.76KM2,88.87KM2","北海道長万部町 
助言　　　H27.6.10  A0054","株式会社シン技術コンサ
ル","H27.6.8 
H28.3.31"
北海道,"新ひだか町,",その他,"基準点測量,基準点測量","２級,,３級","1point,4point","北海道日高振興局 
助言　　　H27.6.10  A0055","株式会社ルーラルエンジ
ニア","H27.6.5 
H28.2.10"
北海道,"弟子屈町,",その他,基準点測量,３級,2point,"北海道弟子屈町 
助言　　　H27.6.9  A0056",和光技研株式会社,"H27.6.5 
H27.8.14"
北海道,"浜頓別町,",その他,基準点測量,１級,9point,"北海道開発局稚内開発建設部 
助言　　　H27.6.22  A0057","株式会社三幸測量設計
社","H27.6.8 
H28.1.28"
北海道,"月形町,",その他,"数値撮影(デジタル),数値図化","12,,1000","12.68KM2,0.978KM2","北海道空知総合振興局 
助言　　　H27.6.10  A0058","株式会社シン技術コンサ
ル","H27.6.8 
H28.3.22"
北海道,"北見市,",その他,基準点測量,２級,2point,"北海道北見市 
助言　　　H27.6.12  A0060","株式会社山腰測量設計
事務所","H27.6.4 
H27.8.28"
北海道,"比布町,",その他,MMS計測,500,65.4km,"北海道比布町 
助言　　　H27.6.10  A0061",株式会社ＧＩＳ北海道,"H27.6.9 
H27.11.30"
北海道,"岩見沢市,",その他,基準点測量,３級,21point,"北海道空知総合振興局 
助言　　　H27.6.12  A0062",株式会社みずほ栄設計,"H27.6.8 
H28.2.10"
北海道,"岩見沢市,",その他,基準点測量,３級,7point,"北海道空知総合振興局 
助言　　　H27.6.15  A0063","株式会社創生コンサルタ
ント","H27.6.4 
H28.1.29"
北海道,"北広島市,",その他,基準点測量,２級,1point,"北広島市 
助言　　　H27.6.17  A0064",泉澤測量設計株式会社,"H27.6.3 
H27.8.20"
北海道,"別海町,",その他,基準点測量,３級,11point,"北海道根室振興局 
助言　　　H27.6.12  A0065","小林技術コンサルタント
株式会社","H27.5.28 
H28.1.29"
北海道,"福島町,",その他,基準点測量,３級,1point,"北海道渡島総合振興局 
助言　　　H27.6.11  A0066","株式会社南木測量設計
事務所","H27.6.10 
H27.8.31"
北海道,"岩見沢市,",その他,基準点測量,３級,5point,"北海道空知総合振興局 
助言　　　H27.6.17  A0067",株式会社本山測量設計,"H27.6.10 
H28.2.10"
北海道,"士別市,",その他,基準点測量,１級,1point,"北海道士別市 
助言　　　H27.6.15  A0068","株式会社ミズタエンジニ
アリング","H27.6.10 
H29.3.31"
北海道,"共和町,",その他,基準点測量,３級,5point,"北海道後志総合振興局 
助言　　　H27.6.12  A0069",有限会社大野測量,"H27.6.9 
H27.9.30"
北海道,"安平町,",その他,"基準点測量,数値図化","３級,,1000","3point,0.147KM2","北海道胆振総合振興局 
助言　　　H27.6.12  A0070","沼田測量設計株式会社 
株式会社シン技術コンサ
ル","H27.6.11 
H27.9.30"
北海道,"帯広市,",その他,数値撮影(デジタル),20,270KM2,"北海道開発局帯広開発建設部
帯広河川事務所 
助言　　　H27.6.15  A0071","株式会社シン技術コンサ
ル","H27.5.22 
H27.8.28"
北海道,"赤平市,",その他,基準点測量,３級,3point,"北海道赤平市 
助言　　　H27.6.17  A0072",有限会社北日本測量,"H27.6.9 
H27.7.31"
北海道,"上富良野町,",その他,基準点測量,３級,4point,"北海道上川総合振興局 
助言　　　H27.6.15  A0073","やまざきコンサルタント株
式会社","H27.6.10 
H28.2.10"
北海道,"様似町,",その他,"基準点測量,基準点測量","２級,,３級","2point,15point","北海道日高振興局 
助言　　　H27.6.16  A0074","株式会社細道コンサルタ
ント","H27.6.11 
H27.11.30"
北海道,"喜茂別町,",その他,"基準点測量,基準点測量","１級,,３級","1point,6point","北海道開発局小樽開発建設部 
助言　　　H27.6.16  A0075","株式会社山調住建コン
サルタント","H27.6.17 
H27.10.7"
北海道,"士幌町,",その他,基準点測量,２級,10point,"北海道十勝総合振興局 
助言　　　H27.6.16  A0076","株式会社北海道農業建
設コンサルタント","H27.6.12 
H27.12.10"
北海道,"厚岸町,",その他,数値図化,2500,14.91KM2,"北海道厚岸町 
助言　　　H27.6.17  A0077",株式会社日水コン,"H27.6.11 
H28.2.26"
北海道,"音更町,",その他,基準点測量,２級,4point,"北海道音更町 
助言　　　H27.6.16  A0078","株式会社北開水工コン
サルタント","H27.6.12 
H27.9.30"
北海道,"帯広市,",その他,"基準点測量,基準点測量","２級,,３級","5point,9point","北海道開発局帯広開発建設部 
助言　　　H27.6.16  A0079",丸菱測量設計株式会社,"H27.6.12 
H27.11.20"
北海道,"北広島市,",その他,"基準点測量,基準点測量","１級,,３級","1point,1point","北海道北広島市 
助言　　　H27.6.22  A0080","株式会社北企画エンジニ
アリング","H27.6.22 
H27.9.30"
北海道,"岩見沢市,",その他,基準点測量,３級,7point,"北海道空知総合振興局 
助言　　　H27.6.22  A0081",技研測量設計株式会社,"H27.6.10 
H28.2.10"
北海道,"富良野市,",その他,基準点測量,１級,1point,"北海道上川総合振興局 
助言　　　H27.6.16  A0082",株式会社三陽測量設計,"H27.6.11 
H27.7.15"
北海道,"比布町,",その他,基準点測量,２級,2point,"北海道上川総合振興局 
助言　　　H27.6.15  A0083","アトラス・サーベイ株式会
社","H27.6.12 
H27.9.30"
北海道,"中川町,",その他,基準点測量,２級,2point,"北海道上川総合振興局 
助言　　　H27.6.15  A0084",株式会社東和測量,"H27.6.12 
H27.10.20"
北海道,"函館市,",その他,基準点測量,２級,1point,"北海道函館市 
助言　　　H27.6.16  A0085","株式会社シン技術コンサ
ル","H27.6.15 
H27.7.17"
北海道,"岩見沢市,",その他,基準点測量,３級,22point,"北海道空知総合振興局 
助言　　　H27.6.23  A0086","株式会社創生コンサルタ
ント","H27.6.15 
H28.2.10"
北海道,"幌延町,",その他,既成図数値化,5000,273KM2,"北海道幌延町 
助言　　　H27.6.16  A0087",株式会社八州,"H27.5.28 
H27.11.27"
北海道,"中川町,",その他,基準点測量,２級,2point,"北海道上川総合振興局 
助言　　　H27.6.17  A0088","三共コンサルタント株式
会社","H27.6.12 
H27.10.20"
北海道,"士幌町,",その他,基準点測量,３級,4point,"北海道十勝総合振興局 
助言　　　H27.6.17  A0089",東和工研株式会社,"H27.6.15 
H27.12.10"
北海道,"滝川市,",その他,基準点測量,３級,4point,"北海道空知総合振興局 
助言　　　H27.6.24  A0090",株式会社カバト技研,"H27.6.25 
H27.11.30"
北海道,"江別市,",その他,"基準点測量,基準点測量","１級,,３級","2point,4point","北海道石狩振興局 
助言　　　H27.6.24  A0091",ダイシン設計株式会社,"H27.6.16 
H28.2.26"
北海道,"江別市,",その他,"基準点測量,基準点測量","２級,,３級","1point,4point","北海道石狩振興局 
助言　　　H27.6.24  A0092","株式会社よしだ設計コン
サルタント","H27.6.16 
H28.2.26"
北海道,"新冠町,",その他,基準点測量,２級,2point,"北海道新冠町 
助言　　　H27.6.17  A0093",ダイシン設計株式会社,"H27.6.16 
H27.8.31"
北海道,"共和町,",その他,基準点測量,２級,4point,"北海道後志総合振興局 
助言　　　H27.6.17  A0094","オオハシコンサルタント
株式会社","H27.6.17 
H27.9.10"
北海道,"当麻町,",その他,MMS計測,500,68.6km,"北海道当麻町 
助言　　　H27.6.18  A0095",株式会社ＧＩＳ北海道,"H27.6.16 
H27.10.30"
北海道,"岩見沢市,",その他,基準点測量,３級,6point,"北海道空知総合振興局 
助言　　　H27.6.25  A0096","株式会社よしだ設計コン
サルタント","H27.6.16 
H28.2.10"
北海道,"利尻町,",その他,基準点測量,３級,3point,"北海道宗谷総合振興局 
助言　　　H27.6.25  A0097","株式会社北海道技術コ
ンサルタント","H27.6.16 
H28.2.22"
北海道,"稚内市,",その他,基準点測量,２級,2point,"北海道宗谷総合振興局 
助言　　　H27.6.26  A0099",宗谷測量株式会社,"H27.6.18 
H27.8.31"
北海道,"小平町,",その他,基準点測量,２級,2point,"北海道留萌振興局 
助言　　　H27.6.19  A0100",小杉測量設計株式会社,"H27.5.14 
H27.8.31"
北海道,"北見市,",その他,基準点測量,３級,4point,"北海道オホーツク総合振興局 
助言　　　H27.6.22  A0101","パブリックコンサルタント
株式会社","H27.6.18 
H28.3.10"
北海道,"士幌町,",その他,基準点測量,３級,3point,"北海道十勝総合振興局 
助言　　　H27.6.23  A0102","株式会社富士雄設計コ
ンサルタント","H27.6.17 
H27.9.30"
北海道,"むかわ町,",その他,基準点測量,２級,3point,"北海道胆振総合振興局 
助言　　　H27.6.22  A0103","株式会社ホクスイ設計コ
ンサル","H27.6.17 
H27.9.24"
北海道,"岩見沢市,",その他,基準点測量,３級,12point,"北海道空知総合振興局 
助言　　　H27.6.29  A0104",株式会社みずほ栄設計,"H27.6.17 
H27.12.10"
北海道,"岩見沢市,",その他,基準点測量,３級,5point,"北海道空知総合振興局 
助言　　　H27.6.29  A0105","嵯峨秀栄測量設計株式
会社","H27.6.17 
H27.12.10"
北海道,"安平町,",その他,基準点測量,３級,9point,"北海道胆振総合振興局 
助言　　　H27.6.22  A0106",東日本設計株式会社,"H27.6.18 
H28.1.20"
北海道,"深川市,",その他,基準点測量,３級,17point,"北海道空知総合振興局 
助言　　　H27.6.29  A0107","株式会社ルーラルエンジ
ニア","H27.6.18 
H28.2.29"
北海道,"江差町,",その他,基準点測量,３級,2point,"北海道渡島総合振興局 
助言　　　H27.6.22  A0108",株式会社ズコーシャ,"H27.6.19 
H27.9.30"
北海道,"厚真町,",その他,基準点測量,３級,2point,"北海道胆振総合振興局 
助言　　　H27.6.22  A0109",新和測量株式会社,"H27.6.19 
H27.11.10"
北海道,"むかわ町,",その他,基準点測量,３級,3point,"北海道開発局室蘭開発建設部 
助言　　　H27.6.22  A0110",株式会社農土コンサル,"H27.6.18 
H27.8.31"
北海道,"日高町,",その他,"数値撮影(デジタル),数値撮影(デジタル),写真地図作成(デジタルオルソ),写真地図作成(デジタルオルソ)","12,,25,,1000,,2500","105KM2,644KM2,105KM2,644KM2","北海道日高町 
助言　　　H27.6.22  A0111","ユニオンデーターシステ
ム株式会社","H27.6.2 
H28.3.25"
北海道,"せたな町,",その他,"基準点測量,基準点測量","１級,,３級","2point,1point","北海道渡島総合振興局 
助言　　　H27.6.22  A0112",道南測量設計株式会社,"H27.6.19 
H27.9.30"
北海道,"当麻町,",その他,"基準点測量,基準点測量","１級,,３級","1point,8point","北海道上川総合振興局 
助言　　　H27.6.22  A0113","株式会社協和コンサルタ
ント","H27.6.19 
H28.1.29"
北海道,"恵庭市,",その他,基準点測量,２級,1point,"北海道開発局札幌開発建設部 
助言　　　H27.6.30  A0114","嵯峨秀栄測量設計株式
会社","H27.6.19 
H27.8.27"
北海道,"江別市,",その他,基準点測量,２級,1point,"北海道江別市 
助言　　　H27.6.30  A0115",測匠,"H27.6.22 
H27.7.31"
北海道,"新得町,",その他,MMS計測,500,12.84km,"北海道新得町 
助言　　　H27.6.23  A0116",株式会社ＧＩＳ北海道,"H27.6.22 
H27.8.20"
北海道,"別海町,",その他,基準点測量,２級,5point,"北海道開発局釧路開発建設部 
助言　　　H27.6.23  A0117",冨洋設計株式会社,"H27.6.18 
H27.12.16"
北海道,"上ノ国町,",その他,基準点測量,２級,4point,"北海道檜山振興局 
助言　　　H27.6.23  A0118","株式会社アース設計事
務所","H27.6.22 
H27.9.30"
北海道,"共和町,",その他,基準点測量,２級,2point,"北海道後志総合振興局 
助言　　　H27.6.23  A0119","内外エンジニアリング北
海道株式会社   ","H27.6.17 
H27.7.30"
北海道,"湧別町,",その他,基準点測量,３級,1point,"北海道オホーツク総合振興局 
助言　　　H27.6.24  A0120",北海設計株式会社,"H27.6.20 
H28.2.10"
北海道,"八雲町,",その他,"基準点測量,基準点測量","１級,,３級","3point,6point","北海道渡島総合振興局 
助言　　　H27.6.24  A0121",北栄測量設計株式会社,"H27.7.6 
H27.10.20"
北海道,"むかわ町,",その他,基準点測量,３級,6point,"北海道胆振総合振興局 
助言　　　H27.6.24  A0122","株式会社山口技研コン
サルタント","H27.6.23 
H27.12.18"
北海道,"浦臼町,",その他,基準点測量,３級,8point,"北海道空知総合振興局 
助言　　　H27.7.1  A0123",株式会社北開測地,"H27.6.20 
H28.2.19"
北海道,"栗山町,",その他,基準点測量,３級,8point,"北海道空知総合振興局 
助言　　　H27.7.1  A0124",技研測量設計株式会社,"H27.6.23 
H28.2.19"
北海道,"共和町,",その他,基準点測量,２級,2point,"北海道共和町 
助言　　　H27.6.24  A0125",株式会社ケイジー技研,"H27.6.2 
H27.9.30"
北海道,"斜里町,",その他,基準点測量,２級,3point,"北海道オホーツク総合振興局 
助言　　　H27.6.29  A0126",有限会社藤原工産,"H27.6.29 
H27.9.30"
北海道,"今金町,",その他,基準点測量,２級,8point,"北海道開発局函館開発建設部 
助言　　　H27.6.25  A0127",道南測量設計株式会社,"H27.6.23 
H27.12.10"
北海道,"松前町,",その他,"基準点測量,基準点測量","１級,,３級","4point,3point","北海道渡島総合振興局 
助言　　　H27.6.25  A0128",株式会社測土開発,"H27.6.24 
H27.10.30"
北海道,"三笠市,",その他,基準点測量,３級,8point,"北海道開発局札幌開発建設部 
助言　　　H27.7.1  A0129",株式会社道測テクニス,"H27.6.23 
H27.8.21"
北海道,"深川市,",その他,"基準点測量,基準点測量","３級,,２級","12point,2point","北海道空知総合振興局 
助言　　　H27.7.9  A0130",扇コンサル株式会社,"H27.6.23 
H28.2.29"
北海道,"訓子府町,",その他,"基準点測量,基準点測量","１級,,３級","2point,15point","北海道オホーツク総合振興局 
助言　　　H27.6.29  A0131","株式会社中神土木設計
事務所","H27.6.25 
H28.3.10"
北海道,"浦河町,様似町,浦河町,",その他,"基準点測量,基準点測量","１級,,３級","2point,1point","北海道開発局室蘭開発建設部
浦河道路事務所 
助言　　　H27.6.26  A0132","株式会社細道コンサルタ
ント","H27.6.25 
H27.12.4"
北海道,"滝川市,",その他,"基準点測量,基準点測量","３級,,４級","4point,60point","北海道空知総合振興局 
助言　　　H27.7.9  A0133","岩見沢測量設計株式会
社","H27.6.25 
H28.2.10"
北海道,"七飯町,",その他,数値図化,2500,49.5KM2,"北海道七飯町 
助言　　　H27.6.29  A0134",株式会社ＧＩＳ北海道,"H27.6.26 
H28.3.31"
北海道,"幌延町,",その他,基準点測量,３級,2point,"北海道宗谷総合振興局 
助言　　　H27.7.10  A0135","北辰建設コンサルタント
株式会社","H27.6.29 
H27.9.10"
北海道,"小樽市,",その他,基準点測量,２級,2point,"北海道後志総合振興局 
助言　　　H27.6.30  A0136","エム・ケーコンサルタント
株式会社","H27.6.24 
H27.10.30"
北海道,"函館市,",その他,基準点測量,２級,3point,"北海道渡島総合振興局 
助言　　　H27.6.30  A0137","株式会社開発調査研究
所","H27.6.29 
H28.3.22"
北海道,"真狩村,",その他,"数値撮影(デジタル),同時調整,写真地図作成(デジタルオルソ)","16,,1000,,1000","165KM2,165KM2,165KM2","北海道開発局小樽開発建設部 
助言　　　H27.6.30  A0138","株式会社北海道朝日航
洋","H27.6.22 
H28.1.20"
北海道,"名寄市,",その他,MMS計測,500,67.4km,"北海道名寄市 
助言　　　H27.6.30  A0139",株式会社ＧＩＳ北海道,"H27.6.30 
H27.11.16"
北海道,"函館市,",その他,"基準点測量,基準点測量","２級,,３級","2point,1point","北海道開発局函館開発建設部 
助言　　　H27.7.1  A0140","株式会社小林土木工業
所","H27.6.29 
H28.1.19"
北海道,"浦臼町,",その他,基準点測量,３級,8point,"北海道空知総合振興局 
助言　　　H27.7.10  A0141","パブリックコンサルタント
株式会社","H27.6.29 
H28.2.10"
北海道,"由仁町,",その他,"数値撮影(デジタル),航空レーザ測量,数値図化","9,,1000,,1000","10.12KM2,10.12KM2,2.38KM2","由仁土地改良区 
助言　　　H27.7.6  A0142",北海航測株式会社,"H27.6.25 
H27.12.25"
北海道,"士別市,",その他,"基準点測量,基準点測量","２級,,３級","2point,3point","北海道上川総合振興局 
助言　　　H27.7.2  A0143",旭川設計測量株式会社,"H27.7.1 
H28.1.20"
北海道,"名寄市,",その他,"基準点測量,基準点測量","３級,,４級","18point,126point","北海道上川総合振興局 
助言　　　H27.7.2  A0144","やまざきコンサルタント株
式会社","H27.7.1 
H28.2.29"
北海道,"名寄市,",その他,"基準点測量,基準点測量","３級,,４級","8point,120point","北海道上川総合振興局 
助言　　　H27.7.2  A0145","株式会社葵開発コンサ
ル","H27.7.1 
H28.2.29"
北海道,"中富良野町,",その他,基準点測量,４級,111point,"北海道上川総合振興局 
助言　　　H27.7.2  A0146",藤井測量設計株式会社,"H27.7.1 
H28.2.15"
北海道,"中川町,",その他,基準点測量,２級,1point,"北海道上川総合振興局 
助言　　　H27.7.2  A0147","株式会社三洋コンサルタ
ント","H27.7.1 
H27.10.20"
北海道,"留萌市,",その他,基準点測量,３級,8point,"北海道留萌振興局 
助言　　　H27.7.2  A0148","株式会社シー・イー・
サービス","H27.6.30 
H28.3.10"
北海道,"滝川市,",その他,基準点測量,３級,19point,"北海道空知総合振興局 
助言　　　H27.7.10  A0149","明成コンサルタント株式
会社","H27.7.1 
H27.9.18"
北海道,"滝川市,",その他,基準点測量,３級,32point,"北海道空知総合振興局 
助言　　　H27.7.13  A0150","開成コンサルタント株式
会社","H27.7.1 
H27.10.30"
北海道,"滝川市,",その他,基準点測量,３級,19point,"北海道空知総合振興局 
助言　　　H27.7.13  A0151",コスモ測量設計株式会社,"H27.7.1 
H27.9.18"
北海道,"長沼町,",その他,基準点測量,２級,3point,"北海道長沼町 
助言　　　H27.7.13  A0152",拓新エンジニア株式会社,"H27.6.18 
H27.10.30"
北海道,"芽室町,",その他,数値図化,2500,1.15KM2,"北海道十勝総合振興局 
助言　　　H27.7.10  A0153","株式会社北海道技術コ
ンサルタント","H27.7.1 
H28.2.29"
北海道,"本別町,",その他,基準点測量,２級,3point,"北海道十勝総合振興局 
助言　　　H27.7.10  A0154","北王コンサルタント株式
会社","H27.7.3 
H27.12.10"
北海道,"本別町,",その他,基準点測量,２級,19point,"北海道十勝総合振興局 
助言　　　H27.7.10  A0155","北王コンサルタント株式
会社","H27.7.3 
H27.12.10"
